label,L_x0,L_y0,L_z0,L_x1,L_y1,L_z1,L_x2,L_y2,L_z2,L_x3,L_y3,L_z3,L_x4,L_y4,L_z4,L_x5,L_y5,L_z5,L_x6,L_y6,L_z6,L_x7,L_y7,L_z7,L_x8,L_y8,L_z8,L_x9,L_y9,L_z9,L_x10,L_y10,L_z10,L_x11,L_y11,L_z11,L_x12,L_y12,L_z12,L_x13,L_y13,L_z13,L_x14,L_y14,L_z14,L_x15,L_y15,L_z15,L_x16,L_y16,L_z16,L_x17,L_y17,L_z17,L_x18,L_y18,L_z18,L_x19,L_y19,L_z19,L_x20,L_y20,L_z20,R_x0,R_y0,R_z0,R_x1,R_y1,R_z1,R_x2,R_y2,R_z2,R_x3,R_y3,R_z3,R_x4,R_y4,R_z4,R_x5,R_y5,R_z5,R_x6,R_y6,R_z6,R_x7,R_y7,R_z7,R_x8,R_y8,R_z8,R_x9,R_y9,R_z9,R_x10,R_y10,R_z10,R_x11,R_y11,R_z11,R_x12,R_y12,R_z12,R_x13,R_y13,R_z13,R_x14,R_y14,R_z14,R_x15,R_y15,R_z15,R_x16,R_y16,R_z16,R_x17,R_y17,R_z17,R_x18,R_y18,R_z18,R_x19,R_y19,R_z19,R_x20,R_y20,R_z20
FORWARD,0.294410676,0.913565516,8.56E-07,0.195275605,0.892629325,-0.027502313,0.104785949,0.839281261,-0.04717629,0.032536447,0.812347114,-0.06951391,-0.020782262,0.802899063,-0.091069579,0.162766799,0.640920997,-0.020808775,0.159180164,0.510280371,-0.050845537,0.158523917,0.43379882,-0.072547659,0.157772899,0.360434234,-0.087225445,0.21516031,0.629764736,-0.031204475,0.207329988,0.484725416,-0.063990742,0.200098842,0.399553835,-0.085585304,0.192535549,0.314273596,-0.098107196,0.266998082,0.651950121,-0.045758136,0.24926132,0.602174938,-0.09206932,0.230036885,0.712176621,-0.097694442,0.216122389,0.789185047,-0.089342147,0.311586291,0.701242268,-0.062090576,0.29769361,0.664598644,-0.095385551,0.275756717,0.736093342,-0.092098027,0.25892809,0.793403625,-0.082413256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.280773014,0.905115724,8.63E-07,0.183967039,0.885396779,-0.025290061,0.095792428,0.828997731,-0.042567868,0.027656943,0.801297009,-0.062524825,-0.022630826,0.796167612,-0.082139783,0.153066486,0.633814692,-0.020022206,0.150263101,0.502099395,-0.047774162,0.149806976,0.424215913,-0.067673624,0.149077967,0.350580692,-0.081138209,0.20564273,0.623821497,-0.030677816,0.199745819,0.47533381,-0.060760889,0.192664117,0.389419496,-0.081122845,0.18518196,0.306070983,-0.092947192,0.256788224,0.646075547,-0.045026984,0.240332156,0.596607566,-0.088923201,0.219531029,0.703278065,-0.095048398,0.204122335,0.778265595,-0.08756166,0.300148129,0.694418371,-0.060882967,0.286378533,0.659705877,-0.092967458,0.264616668,0.732707083,-0.089726515,0.248097613,0.790476978,-0.08030235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.281391323,0.890119135,8.84E-07,0.185523659,0.868762851,-0.024623834,0.097263537,0.814075172,-0.041850206,0.030528575,0.788190901,-0.061772279,-0.019029245,0.777524531,-0.081031434,0.154733285,0.618103683,-0.020483337,0.151023194,0.485970259,-0.048592933,0.15033631,0.407618403,-0.068424702,0.150033459,0.334522903,-0.081612393,0.206627056,0.608954072,-0.031525109,0.199088991,0.459286213,-0.062335718,0.192245543,0.371009737,-0.08279001,0.186095387,0.285481244,-0.094258793,0.257921487,0.631478548,-0.046182785,0.23902151,0.585729837,-0.089978367,0.216784731,0.692975461,-0.095905475,0.200891018,0.767209947,-0.088137366,0.301608771,0.679685354,-0.062364578,0.285704315,0.646870911,-0.093954414,0.262377858,0.718809843,-0.090729803,0.245251417,0.774954736,-0.081299976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.280901045,0.890580058,8.78E-07,0.182799682,0.872802615,-0.024195243,0.093463436,0.819102466,-0.040232491,0.027224191,0.790965557,-0.058881532,-0.020790651,0.783475518,-0.076988809,0.148596793,0.620898664,-0.01973946,0.144132376,0.488062918,-0.047434852,0.143226951,0.409218401,-0.067168377,0.142563298,0.335876316,-0.080327637,0.201314211,0.609640241,-0.030481365,0.194001228,0.459016383,-0.060916118,0.18544066,0.371197611,-0.081289195,0.176749244,0.286562324,-0.092783466,0.253302753,0.630697846,-0.0447703,0.233636647,0.583706319,-0.088396467,0.212883264,0.690554619,-0.094514906,0.198090762,0.765124381,-0.086879805,0.297867954,0.678349197,-0.060518786,0.281536222,0.645369768,-0.09256427,0.258448303,0.717230201,-0.089720063,0.241626471,0.773648977,-0.080431983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.285942286,0.887381434,8.90E-07,0.188830018,0.864595234,-0.025740506,0.099506512,0.811107457,-0.045021303,0.030129924,0.784520864,-0.067144029,-0.0214075,0.775757134,-0.088655293,0.154955909,0.614149332,-0.023333045,0.14846772,0.482027531,-0.054293524,0.145863727,0.402331829,-0.076140054,0.143740863,0.327577353,-0.09047465,0.207048088,0.603703439,-0.035025626,0.197603866,0.450379908,-0.068754777,0.188754275,0.362679034,-0.090206891,0.180503696,0.275743127,-0.101701893,0.25938037,0.626207709,-0.050301574,0.238639012,0.575996518,-0.096882127,0.218816176,0.687148035,-0.101331413,0.205685049,0.763870478,-0.091413222,0.304409683,0.676032126,-0.06719967,0.287822843,0.637128353,-0.099990986,0.265208244,0.70787853,-0.095061116,0.249084949,0.763936996,-0.083665863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.298111081,0.887479305,8.87E-07,0.200611204,0.863373458,-0.027067238,0.110273451,0.810546517,-0.047487132,0.037998989,0.783818364,-0.07063847,-0.015590206,0.774253488,-0.093050748,0.165248513,0.614508748,-0.023805711,0.158018857,0.481623054,-0.05585273,0.155894488,0.401973128,-0.078521125,0.154838011,0.32614702,-0.093310818,0.217895076,0.604985833,-0.034913886,0.209088683,0.454668462,-0.069704384,0.200677142,0.366596729,-0.091634743,0.192909956,0.27801162,-0.103429921,0.270130545,0.628504813,-0.049854718,0.251559705,0.57866168,-0.097438902,0.232396454,0.691209137,-0.101907216,0.219433933,0.768358171,-0.091703102,0.314649135,0.679469824,-0.06648466,0.299357235,0.643217444,-0.099880666,0.277526438,0.713739812,-0.095185675,0.26156944,0.768434763,-0.083737381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.309360206,0.8913849,8.83E-07,0.210363105,0.86948818,-0.026209468,0.119622633,0.815395594,-0.045435462,0.04968188,0.785757899,-0.067361876,-0.001969934,0.774083018,-0.088696934,0.177061006,0.617515981,-0.024213323,0.172336161,0.485118479,-0.055847339,0.169316605,0.405073822,-0.078254595,0.167259976,0.328508019,-0.092863128,0.230006918,0.607948542,-0.035656229,0.223470971,0.457858652,-0.069944754,0.214813739,0.367652804,-0.091928303,0.208255842,0.279143393,-0.103985265,0.2819677,0.632141411,-0.050694775,0.268635571,0.582405448,-0.097843438,0.247873768,0.695725381,-0.102819107,0.233656108,0.775988042,-0.09312547,0.325960398,0.683822691,-0.067327283,0.313289434,0.649712503,-0.100924522,0.291563928,0.721717954,-0.096420512,0.275363922,0.779436588,-0.085016012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.307889819,0.89321208,9.03E-07,0.211659729,0.869737148,-0.026952317,0.122798033,0.815647125,-0.047526892,0.05259268,0.789300442,-0.070866272,-0.000526071,0.782324255,-0.093607038,0.181319177,0.617480576,-0.024403203,0.176801056,0.483322054,-0.056058735,0.175177008,0.403061688,-0.078519233,0.174105763,0.327100962,-0.093207493,0.233946189,0.608965933,-0.035643723,0.226695314,0.458512545,-0.069827318,0.219581321,0.36877948,-0.091299288,0.213223934,0.280101985,-0.103048749,0.285410762,0.633110702,-0.050710924,0.270907223,0.583174467,-0.097594984,0.251763642,0.693956196,-0.102092408,0.238029301,0.77174437,-0.092324473,0.32913968,0.684069216,-0.067522652,0.317738652,0.645512819,-0.100607865,0.296842158,0.716534317,-0.095759243,0.28047663,0.774234116,-0.08449588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.319228172,0.886650741,8.90E-07,0.219681308,0.862681746,-0.027082475,0.128910482,0.80850929,-0.047250811,0.056477346,0.781193674,-0.070363037,0.002652556,0.771647036,-0.092665702,0.183905587,0.610568941,-0.022064956,0.178947642,0.476333439,-0.053710576,0.177632272,0.39611727,-0.076512769,0.176341757,0.319870412,-0.091653056,0.236631364,0.601095259,-0.03332565,0.229740113,0.45151034,-0.06773451,0.222092539,0.363222629,-0.0897967,0.213735029,0.274886727,-0.102043763,0.288927704,0.624978542,-0.048626613,0.272868663,0.574469686,-0.095797986,0.253963232,0.684288085,-0.100655392,0.239994735,0.761406422,-0.091182359,0.333581388,0.676301479,-0.065737754,0.319699377,0.640999913,-0.098890103,0.2982108,0.712908983,-0.094367579,0.281678051,0.770128667,-0.083337434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.318159342,0.890009522,9.16E-07,0.219431177,0.868367195,-0.025467547,0.129495293,0.816553473,-0.045186546,0.059563592,0.791054308,-0.067905046,0.007038921,0.785822392,-0.090011552,0.185965836,0.615798533,-0.022607341,0.181618765,0.4805516,-0.053756859,0.180057049,0.400093019,-0.075841926,0.178312138,0.324783951,-0.090271689,0.238689691,0.604596138,-0.034473114,0.232453614,0.453892887,-0.068028882,0.224919885,0.364348382,-0.089488424,0.217074573,0.277220339,-0.101144485,0.290702701,0.627102971,-0.050001688,0.275853455,0.583071232,-0.095712118,0.257397354,0.694988072,-0.100366995,0.243253291,0.77340883,-0.090832599,0.334997416,0.677576125,-0.067231759,0.323414445,0.64957726,-0.099238358,0.30270943,0.719340324,-0.094612375,0.285752952,0.773685873,-0.083524622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.324721217,0.895736814,9.08E-07,0.224163502,0.873983383,-0.026187472,0.132755876,0.82023859,-0.045628902,0.061912134,0.793599606,-0.068009026,0.009048104,0.787529111,-0.089764401,0.190063596,0.623028755,-0.02288729,0.184969932,0.487530828,-0.054890361,0.183422089,0.406447083,-0.07731282,0.182311863,0.329389542,-0.091767728,0.243422672,0.61211127,-0.034394905,0.237029135,0.460204184,-0.069006421,0.230307043,0.370309889,-0.090608597,0.223913223,0.282316744,-0.102047637,0.295752347,0.634836018,-0.049731027,0.282555848,0.589054585,-0.097097635,0.264106482,0.702084661,-0.101790927,0.250485748,0.781337023,-0.091613077,0.339807034,0.685798705,-0.06676285,0.328689784,0.656466842,-0.099766813,0.307014167,0.727587879,-0.095135495,0.289675355,0.782789409,-0.083713584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.326470196,0.895895541,9.14E-07,0.227131054,0.874154031,-0.025221869,0.135938689,0.819473505,-0.043709014,0.06632527,0.792349637,-0.065257542,0.014572248,0.784639597,-0.086111471,0.194270238,0.623672247,-0.021714566,0.189622164,0.486005187,-0.052597668,0.18796885,0.405006051,-0.073981792,0.186726019,0.328703761,-0.087579332,0.247154608,0.612626493,-0.033214726,0.24032183,0.458768129,-0.066508003,0.233081445,0.367534012,-0.087414041,0.226613879,0.279048473,-0.098374069,0.298898518,0.634441733,-0.048415501,0.284600884,0.591237783,-0.09437906,0.266745865,0.705168426,-0.098795623,0.25410223,0.784686089,-0.088584915,0.342415333,0.684128225,-0.065291494,0.330096006,0.657616377,-0.097272947,0.308249593,0.730770946,-0.092429526,0.291260421,0.787872553,-0.080942266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.332765222,0.905278921,8.96E-07,0.231707275,0.881192803,-0.026490537,0.139868632,0.825168908,-0.045799647,0.068665326,0.800597548,-0.068319708,0.013941079,0.797720075,-0.090318576,0.202190638,0.629870296,-0.022227395,0.198817104,0.492463291,-0.053355478,0.197154582,0.412164152,-0.075123608,0.195477501,0.334705174,-0.089384191,0.256464094,0.617303908,-0.033732921,0.250566065,0.466972768,-0.067023404,0.242903516,0.376298964,-0.088129535,0.235143691,0.287656784,-0.099803247,0.30902487,0.63858664,-0.049237255,0.294980794,0.59689641,-0.095439963,0.276679456,0.709511995,-0.100416847,0.263099819,0.78886795,-0.091037892,0.352637917,0.688596666,-0.066574581,0.341795206,0.664038777,-0.098847881,0.319234908,0.7373299,-0.094710045,0.301269233,0.795457125,-0.084176831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.345101327,0.906526983,8.96E-07,0.241841301,0.88176167,-0.026168594,0.147679642,0.824314237,-0.045029759,0.074104875,0.800058067,-0.067101337,0.017972335,0.797806501,-0.088591076,0.209510684,0.628397465,-0.021094067,0.206089482,0.489239216,-0.05096899,0.204633996,0.40887776,-0.071929954,0.203294113,0.331658632,-0.085774817,0.264234155,0.615196586,-0.032147676,0.258841127,0.466357291,-0.064446725,0.251608282,0.374153823,-0.085589573,0.24406974,0.285178185,-0.097510047,0.317278802,0.635682046,-0.047140978,0.304026723,0.601285696,-0.091804519,0.284608096,0.711353004,-0.097520791,0.270030797,0.789697528,-0.089089639,0.360976338,0.684174359,-0.063994087,0.349039197,0.669388711,-0.094929166,0.327053398,0.740388036,-0.091455199,0.309622973,0.795404077,-0.081695907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.347640753,0.906535268,8.98E-07,0.245950028,0.880360246,-0.025858168,0.154375911,0.823267877,-0.044814441,0.083799496,0.797108591,-0.06687136,0.030733913,0.793711364,-0.088542707,0.217242226,0.628090918,-0.023160717,0.213937402,0.489394903,-0.053786412,0.211945906,0.40875563,-0.075229719,0.210188493,0.33093521,-0.089270845,0.272743434,0.615384102,-0.034721922,0.267449528,0.46474281,-0.067684308,0.260157645,0.371960998,-0.089061297,0.253115296,0.282799721,-0.101044625,0.325853974,0.636849523,-0.050003175,0.313974142,0.597979486,-0.096158922,0.292647779,0.710714579,-0.102239937,0.276423931,0.792002678,-0.0936279,0.369588941,0.686601281,-0.066916406,0.359931707,0.662729979,-0.099597163,0.336875856,0.737155974,-0.095897749,0.318054736,0.797905207,-0.085537493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.361910522,0.907920361,8.91E-07,0.25686723,0.884051561,-0.026519641,0.160480469,0.826681256,-0.045357093,0.08457014,0.803878784,-0.067107663,0.027433962,0.804921985,-0.08827401,0.223674282,0.635823369,-0.02236573,0.220631748,0.496237129,-0.052238498,0.219261959,0.415960938,-0.073133782,0.218154997,0.337242961,-0.087207548,0.279170454,0.620814681,-0.033101391,0.273673207,0.472236216,-0.065460615,0.265998542,0.377868354,-0.08702331,0.258982867,0.287972897,-0.099946059,0.332339704,0.64064908,-0.047742922,0.323120296,0.602549076,-0.093276531,0.300860524,0.714797735,-0.100422241,0.282951474,0.797873795,-0.093284033,0.37587294,0.689003766,-0.064073198,0.36872375,0.671625137,-0.096445747,0.345642328,0.744853675,-0.094543621,0.3249951,0.80480206,-0.086196266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.368053198,0.906397223,8.98E-07,0.263999969,0.882924497,-0.027234901,0.167951569,0.825623035,-0.046163563,0.092074364,0.800216377,-0.06823945,0.034853071,0.798650146,-0.0896478,0.23136346,0.632003307,-0.020091187,0.228038847,0.493436754,-0.050639484,0.227139354,0.413946182,-0.072484985,0.226606563,0.335626096,-0.087286793,0.287301838,0.618005633,-0.03098736,0.280795664,0.471068203,-0.065054998,0.273880661,0.3769283,-0.087880448,0.267274588,0.286290437,-0.101279818,0.341050118,0.638217807,-0.04614795,0.330155551,0.600420415,-0.093921438,0.308093816,0.712488234,-0.101706028,0.290603757,0.795256019,-0.09439227,0.385130197,0.686504781,-0.063050538,0.37691924,0.668211937,-0.097106814,0.354717046,0.741767049,-0.095596179,0.335343361,0.801240921,-0.087180741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.381182194,0.909807265,8.37E-07,0.27477029,0.884308934,-0.028273724,0.178149134,0.824533939,-0.047622707,0.100573346,0.800475359,-0.069949478,0.042017713,0.800760746,-0.091836512,0.243881583,0.627970576,-0.020937545,0.242504925,0.493823886,-0.051269975,0.242805824,0.415555179,-0.073508777,0.242105186,0.338291943,-0.089124389,0.301273942,0.611395657,-0.031679798,0.29537791,0.468587607,-0.065129794,0.288622707,0.376968384,-0.08848203,0.281394988,0.287487298,-0.102982745,0.356593847,0.632204771,-0.046776779,0.347952187,0.594113469,-0.093923874,0.323813707,0.706422031,-0.102806464,0.30341202,0.789554238,-0.096938975,0.402281106,0.682088971,-0.063655391,0.39459157,0.668152094,-0.097359993,0.370938718,0.739195526,-0.096737929,0.349475145,0.797042489,-0.089466497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.381079912,0.913778126,8.54E-07,0.277785301,0.887128711,-0.028102545,0.182178408,0.82508409,-0.047054041,0.104888484,0.803741097,-0.069289669,0.046819448,0.805392504,-0.091279455,0.247146115,0.628553629,-0.021286672,0.245359674,0.495640635,-0.051942643,0.246761233,0.416801929,-0.073812418,0.248348266,0.338227004,-0.089006536,0.305373877,0.610895216,-0.031741355,0.301828146,0.470270157,-0.066011474,0.295924842,0.377896309,-0.089983746,0.289552301,0.2848638,-0.104791313,0.360504985,0.631166577,-0.046555914,0.352569133,0.601834536,-0.0948954,0.328883141,0.71548152,-0.104297817,0.310035467,0.796098828,-0.098186553,0.405720651,0.680392981,-0.063161805,0.398564339,0.672653377,-0.097326972,0.377280712,0.741102695,-0.097568378,0.358777851,0.793612063,-0.090774812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.394553602,0.912802279,8.30E-07,0.287699223,0.890213847,-0.031361233,0.188497573,0.829742372,-0.051918544,0.10672161,0.811763942,-0.075292334,0.04351905,0.813850403,-0.098252527,0.258831531,0.640192091,-0.024373492,0.257641017,0.505415916,-0.056030408,0.258203536,0.424062103,-0.079202667,0.258657128,0.343441725,-0.095863424,0.31901288,0.622726381,-0.034420792,0.314730108,0.48426798,-0.069990218,0.308374316,0.388765901,-0.094942726,0.302967578,0.295213342,-0.111414768,0.3750467,0.644778013,-0.049128994,0.371504128,0.602878094,-0.099324897,0.34607771,0.717323303,-0.108605243,0.324636817,0.803840697,-0.102980979,0.419964373,0.695561051,-0.065848187,0.416621745,0.677758813,-0.102480158,0.391574264,0.749953151,-0.102910087,0.368131638,0.812025726,-0.096537083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.395112932,0.905062139,8.48E-07,0.29011637,0.882711232,-0.032918319,0.191083103,0.820744872,-0.054669511,0.108967006,0.798919499,-0.078941874,0.044483855,0.796731353,-0.102886967,0.266300738,0.630405724,-0.026749831,0.266155869,0.493843228,-0.058355734,0.268529654,0.413188934,-0.080702871,0.270917028,0.332236737,-0.09632083,0.327226728,0.610963166,-0.035197664,0.324955046,0.470411718,-0.069675095,0.319348276,0.374465942,-0.093648009,0.31279549,0.280964434,-0.109284021,0.383370608,0.629525602,-0.048391726,0.374186784,0.603388488,-0.098260969,0.348548442,0.712121487,-0.109844357,0.327669561,0.793950081,-0.105731688,0.428927302,0.676041126,-0.063613415,0.422273576,0.66606307,-0.10006468,0.398241997,0.735297143,-0.10246563,0.376322448,0.795131207,-0.09769614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.402381122,0.898136258,8.39E-07,0.296947658,0.876215696,-0.034742694,0.198236465,0.815932274,-0.05835152,0.114425644,0.790288389,-0.084215507,0.048410967,0.788697481,-0.109419957,0.275021404,0.627627492,-0.028809361,0.275132656,0.491345972,-0.061960179,0.277068257,0.409009725,-0.085479483,0.278668612,0.32724148,-0.102028176,0.335691035,0.609698951,-0.037066143,0.331683069,0.466362953,-0.073421024,0.326282859,0.36922577,-0.097664818,0.321346849,0.277157903,-0.113402911,0.391151845,0.629509211,-0.050270673,0.382496059,0.59655714,-0.102235496,0.356071979,0.705970764,-0.112886414,0.334559619,0.789939821,-0.107752666,0.436090827,0.676856399,-0.065620154,0.428491265,0.662579,-0.103588566,0.404005408,0.731471241,-0.105498083,0.381132185,0.791886926,-0.10017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.398525298,0.900264025,8.33E-07,0.292025656,0.876192212,-0.032025494,0.193787083,0.81339258,-0.053509697,0.112012088,0.787256658,-0.078254983,0.04736951,0.785700738,-0.102613054,0.27064532,0.627264261,-0.024104226,0.26852861,0.490558922,-0.056028705,0.270535737,0.410110682,-0.0787578,0.272760391,0.329773128,-0.094577789,0.33173883,0.609680772,-0.033288572,0.328961819,0.467057168,-0.06890893,0.322323978,0.3724536,-0.092620403,0.31514141,0.280640781,-0.107787646,0.387654483,0.62954545,-0.047487136,0.372722805,0.599674523,-0.098556653,0.349473119,0.709079206,-0.108761743,0.332504988,0.789807856,-0.103219099,0.433609158,0.676320493,-0.063728839,0.423065543,0.66075635,-0.100008585,0.398700595,0.730481505,-0.100900769,0.378112733,0.790856838,-0.095016837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.409460604,0.907909274,8.36E-07,0.30516091,0.88184756,-0.03415142,0.207652315,0.821127415,-0.05667619,0.123927683,0.796839774,-0.081638917,0.058114737,0.796507001,-0.106110826,0.28311193,0.636823297,-0.028154818,0.28370887,0.499894798,-0.061647523,0.286146343,0.417149037,-0.085695013,0.288369477,0.334332645,-0.102954328,0.345207512,0.617651284,-0.037097607,0.341500819,0.479940414,-0.074545339,0.336903125,0.382643551,-0.100112878,0.332912177,0.288625807,-0.116926998,0.402475059,0.638152838,-0.05089001,0.397727787,0.608974755,-0.103562497,0.369559586,0.719297349,-0.114355169,0.346737802,0.8033728,-0.109348215,0.448584527,0.688461185,-0.066837065,0.444298476,0.678561389,-0.105569474,0.417599052,0.747898817,-0.107829921,0.392987847,0.807960689,-0.102716349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORWARD,0.428167105,0.914393544,8.49E-07,0.320565611,0.891180933,-0.033468992,0.219259709,0.829728067,-0.055158004,0.134811312,0.809403956,-0.079336986,0.069349214,0.806363642,-0.102886438,0.296058118,0.643393159,-0.026830234,0.297764242,0.507438481,-0.05950496,0.300629765,0.425705343,-0.083541334,0.304002285,0.344509691,-0.101097114,0.359180629,0.62849772,-0.036389284,0.356402338,0.488912731,-0.072129138,0.352829784,0.391584605,-0.097615302,0.350821674,0.296186596,-0.115188532,0.417017281,0.654710174,-0.050785504,0.413660556,0.618757308,-0.101609401,0.386514157,0.730241537,-0.11125128,0.364083648,0.813813925,-0.106344946,0.462249488,0.710637927,-0.067391701,0.459459215,0.69732815,-0.104975119,0.432488501,0.76814425,-0.106083132,0.407691985,0.828636885,-0.100668237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
